timestamp,sensor_id,value,unit
2025-06-01 00:00:00,VIBRATION001,0.0002,g
2025-06-01 00:10:00,VIBRATION001,-0.2659,g
2025-06-01 00:20:00,VIBRATION001,0.1336,g
2025-06-01 00:30:00,VIBRATION001,0.0617,g
2025-06-01 00:40:00,VIBRATION001,-0.0964,g
2025-06-01 00:50:00,VIBRATION001,-0.1104,g
2025-06-01 01:00:00,VIBRATION001,-0.1403,g
2025-06-01 01:10:00,VIBRATION001,-0.0257,g
2025-06-01 01:20:00,VIBRATION001,0.0357,g
2025-06-01 01:30:00,VIBRATION001,-0.0807,g
2025-06-01 01:40:00,VIBRATION001,-0.0537,g
2025-06-01 01:50:00,VIBRATION001,0.1113,g
2025-06-01 02:00:00,VIBRATION001,-0.0383,g
2025-06-01 02:10:00,VIBRATION001,0.0594,g
2025-06-01 02:20:00,VIBRATION001,-0.1016,g
2025-06-01 02:30:00,VIBRATION001,-0.0293,g
2025-06-01 02:40:00,VIBRATION001,-0.123,g
2025-06-01 02:50:00,VIBRATION001,0.0379,g
2025-06-01 03:00:00,VIBRATION001,0.0987,g
2025-06-01 03:10:00,VIBRATION001,-0.0021,g
2025-06-01 03:20:00,VIBRATION001,-0.1063,g
2025-06-01 03:30:00,VIBRATION001,0.1259,g
2025-06-01 03:40:00,VIBRATION001,0.0111,g
2025-06-01 03:50:00,VIBRATION001,0.1372,g
2025-06-01 04:00:00,VIBRATION001,-0.1246,g
2025-06-01 04:10:00,VIBRATION001,-0.0004,g
2025-06-01 04:20:00,VIBRATION001,0.1078,g
2025-06-01 04:30:00,VIBRATION001,-0.0453,g
2025-06-01 04:40:00,VIBRATION001,0.0359,g
2025-06-01 04:50:00,VIBRATION001,-0.033,g
2025-06-01 05:00:00,VIBRATION001,-0.0273,g
2025-06-01 05:10:00,VIBRATION001,0.1293,g
2025-06-01 05:20:00,VIBRATION001,-0.1466,g
2025-06-01 05:30:00,VIBRATION001,0.102,g
2025-06-01 05:40:00,VIBRATION001,-0.0359,g
2025-06-01 05:50:00,VIBRATION001,-0.0741,g
2025-06-01 06:00:00,VIBRATION001,0.1184,g
2025-06-01 06:10:00,VIBRATION001,-0.2121,g
2025-06-01 06:20:00,VIBRATION001,0.203,g
2025-06-01 06:30:00,VIBRATION001,0.0306,g
2025-06-01 06:40:00,VIBRATION001,0.1109,g
2025-06-01 06:50:00,VIBRATION001,0.021,g
2025-06-01 07:00:00,VIBRATION001,-0.1555,g
2025-06-01 07:10:00,VIBRATION001,-0.148,g
2025-06-01 07:20:00,VIBRATION001,0.0486,g
2025-06-01 07:30:00,VIBRATION001,0.0359,g
2025-06-01 07:40:00,VIBRATION001,-0.0845,g
2025-06-01 07:50:00,VIBRATION001,-0.0845,g
2025-06-01 08:00:00,VIBRATION001,0.0834,g
2025-06-01 08:10:00,VIBRATION001,-0.0647,g
2025-06-01 08:20:00,VIBRATION001,-0.0924,g
2025-06-01 08:30:00,VIBRATION001,-0.0128,g
2025-06-01 08:40:00,VIBRATION001,0.0214,g
2025-06-01 08:50:00,VIBRATION001,0.0423,g
2025-06-01 09:00:00,VIBRATION001,0.1512,g
2025-06-01 09:10:00,VIBRATION001,-0.031,g
2025-06-01 09:20:00,VIBRATION001,0.0002,g
2025-06-01 09:30:00,VIBRATION001,0.11,g
2025-06-01 09:40:00,VIBRATION001,0.0158,g
2025-06-01 09:50:00,VIBRATION001,-0.0229,g
2025-06-01 10:00:00,VIBRATION001,0.0488,g
2025-06-01 10:10:00,VIBRATION001,-0.117,g
2025-06-01 10:20:00,VIBRATION001,-0.0581,g
2025-06-01 10:30:00,VIBRATION001,0.0111,g
2025-06-01 10:40:00,VIBRATION001,-0.2413,g
2025-06-01 10:50:00,VIBRATION001,0.1125,g
2025-06-01 11:00:00,VIBRATION001,0.1676,g
2025-06-01 11:10:00,VIBRATION001,-0.1212,g
2025-06-01 11:20:00,VIBRATION001,0.1238,g
2025-06-01 11:30:00,VIBRATION001,0.0947,g
2025-06-01 11:40:00,VIBRATION001,0.1269,g
2025-06-01 11:50:00,VIBRATION001,0.0037,g
2025-06-01 12:00:00,VIBRATION001,-0.043,g
2025-06-01 12:10:00,VIBRATION001,0.1355,g
2025-06-01 12:20:00,VIBRATION001,0.0856,g
2025-06-01 12:30:00,VIBRATION001,-0.0256,g
2025-06-01 12:40:00,VIBRATION001,0.1866,g
2025-06-01 12:50:00,VIBRATION001,0.1502,g
2025-06-01 13:00:00,VIBRATION001,-0.0142,g
2025-06-01 13:10:00,VIBRATION001,0.0489,g
2025-06-01 13:20:00,VIBRATION001,0.0026,g
2025-06-01 13:30:00,VIBRATION001,0.0504,g
2025-06-01 13:40:00,VIBRATION001,-0.0632,g
2025-06-01 13:50:00,VIBRATION001,-0.0372,g
2025-06-01 14:00:00,VIBRATION001,0.0414,g
2025-06-01 14:10:00,VIBRATION001,-0.0105,g
2025-06-01 14:20:00,VIBRATION001,-0.0449,g
2025-06-01 14:30:00,VIBRATION001,-0.1774,g
