timestamp,sensor_id,value,unit
2025-06-01 00:00:00,TEMPERATURE001,39.9513,°C
2025-06-01 00:10:00,TEMPERATURE001,40.002,°C
2025-06-01 00:20:00,TEMPERATURE001,40.0427,°C
2025-06-01 00:30:00,TEMPERATURE001,39.9508,°C
2025-06-01 00:40:00,TEMPERATURE001,40.0144,°C
2025-06-01 00:50:00,TEMPERATURE001,39.8982,°C
2025-06-01 01:00:00,TEMPERATURE001,39.9764,°C
2025-06-01 01:10:00,TEMPERATURE001,40.0303,°C
2025-06-01 01:20:00,TEMPERATURE001,40.0324,°C
2025-06-01 01:30:00,TEMPERATURE001,39.893,°C
2025-06-01 01:40:00,TEMPERATURE001,39.8281,°C
2025-06-01 01:50:00,TEMPERATURE001,40.0368,°C
2025-06-01 02:00:00,TEMPERATURE001,39.9539,°C
2025-06-01 02:10:00,TEMPERATURE001,39.83,°C
2025-06-01 02:20:00,TEMPERATURE001,39.9357,°C
2025-06-01 02:30:00,TEMPERATURE001,39.9727,°C
2025-06-01 02:40:00,TEMPERATURE001,39.9922,°C
2025-06-01 02:50:00,TEMPERATURE001,40.1387,°C
2025-06-01 03:00:00,TEMPERATURE001,40.137,°C
2025-06-01 03:10:00,TEMPERATURE001,39.7449,°C
2025-06-01 03:20:00,TEMPERATURE001,40.2961,°C
2025-06-01 03:30:00,TEMPERATURE001,39.8607,°C
2025-06-01 03:40:00,TEMPERATURE001,39.9712,°C
2025-06-01 03:50:00,TEMPERATURE001,39.9701,°C
2025-06-01 04:00:00,TEMPERATURE001,40.1838,°C
2025-06-01 04:10:00,TEMPERATURE001,39.7179,°C
2025-06-01 04:20:00,TEMPERATURE001,40.0079,°C
2025-06-01 04:30:00,TEMPERATURE001,40.0747,°C
2025-06-01 04:40:00,TEMPERATURE001,40.0712,°C
2025-06-01 04:50:00,TEMPERATURE001,40.0204,°C
2025-06-01 05:00:00,TEMPERATURE001,40.0233,°C
2025-06-01 05:10:00,TEMPERATURE001,39.9775,°C
2025-06-01 05:20:00,TEMPERATURE001,40.1123,°C
2025-06-01 05:30:00,TEMPERATURE001,39.9592,°C
2025-06-01 05:40:00,TEMPERATURE001,40.0963,°C
2025-06-01 05:50:00,TEMPERATURE001,39.9116,°C
2025-06-01 06:00:00,TEMPERATURE001,40.1195,°C
2025-06-01 06:10:00,TEMPERATURE001,40.1757,°C
2025-06-01 06:20:00,TEMPERATURE001,40.0438,°C
2025-06-01 06:30:00,TEMPERATURE001,39.828,°C
2025-06-01 06:40:00,TEMPERATURE001,39.931,°C
2025-06-01 06:50:00,TEMPERATURE001,39.9059,°C
2025-06-01 07:00:00,TEMPERATURE001,39.8199,°C
2025-06-01 07:10:00,TEMPERATURE001,39.9991,°C
2025-06-01 07:20:00,TEMPERATURE001,39.8762,°C
2025-06-01 07:30:00,TEMPERATURE001,39.9707,°C
2025-06-01 07:40:00,TEMPERATURE001,39.9517,°C
2025-06-01 07:50:00,TEMPERATURE001,40.0832,°C
2025-06-01 08:00:00,TEMPERATURE001,39.956,°C
2025-06-01 08:10:00,TEMPERATURE001,39.8472,°C
